file,law_name,year,chapters,sections
administratordeb5b58d7fd5b7b6fa804b8b9919915c.json,THE EX-EMPLOYEES OF THE FORMER GOVERNMENT OF EAST PAKISTAN (APPOINTMENT TO FEDERAL POSTS) ORDINANCE,1983,1,5
administratordf20c39174d64c9b1cf2340693bace92.json,THE MINES ACT,1923,10,70
administratordfe187919a2c974a87c531b9e0acd032.json,THE FEDERAL INVESTIGATION AGENCY ACT,1974,1,10
administratore129e87e37f831d84f6c7718744a2488.json,"The Tea (Control of Prices, Distribution and Movement) Ordinance, 1960",1960,0,0
administratore177c1bbaa6f138ba8fb1100bd6872f1.json,"The Cantonments (House-Accommodation) Act, 1923",1923,0,0
administratore1b5ab79c2c1975670e6aa7fe57e57d6.json,"The Competition Act, 2010",2010,0,0
administratore2688f380a1b6331f72585033581d491.json,THE ENEMY PROPERTY (CONTINUANCE OF EMERGENCY PROVISIONS) ORDINANCE,1969,1,6
administratore30ef38868e5116d72022d5c3983d341.json,"The Civil Defence Act, 1952",1952,0,0
administratore33a61bdf0659ec30aa77435f93ce2a7.json,THE INTERNATIONAL FINANCE CORPORATION ACT,1956,1,5
administratore343618e943aebe5c7f35248395449b6.json,THE PAKISTAN COMMISSIONS OF INQUIRY ACT,1956,1,14
administratore4c4cbbff677c804a406277d0f1bc239.json,THE INTERNATIONAL DEVELOPMENT ASSOCIATION ORDINANCE,1960,1,5
administratore583ea1b36dbe2d3d2161083f905eb92.json,"The Pakistan Tobacco Board Ordinance, 1968",1968,0,0
administratore6916bf7f32ce375570aff0b6d343786.json,THE PAKISTAN RAILWAYS POLICE ACT,1977,5,20
administratore76fcf01a8103c67d13c638ef9545317.json,"The State Immunity Ordinance, 1981",1981,0,0
administratore813326417ec81a69687b4bac90a9c49.json,THE SECURITIES AND EXCHANGE COMMISSION OF PAKISTAN ACT,1997,15,84
administratore8a332cad1093952d0ecb86288b38c75.json,THE GENERAL CLAUSES ACT,1897,6,37
administratore99e42319a45df244f2605b0d1864744.json,THE DRUGS AND MEDICINES (INDEMNITY) ACT,1957,1,3
administratoreb33b52bbe1303f593b6674f960a536e.json,"The Motion Pictures Ordinance, 1979",1979,0,0
administratorec3ee90d7c8aef5ea43c2de8369e71a3.json,THE PROTECTION OF COMMUNAL PROPERTIES OF MINORITIES ORDINANCE,2002,1,7
administratorece3387105d06b88985c51eb508a3657.json,"The Sind Textile Board Ordinance, 1949",1949,0,0
administratored2b3183cde5884ddf1fdb05f475ab79.json,"THE BIRTHS, DEATHS AND MARRIAGES REGISTRATION ACT",1886,6,21
administratored344512ee8880c806252ff508032c93.json,THE NEWSPRINT CONTROL ORDINANCE,1971,1,12
administratorede3d1ed09f38a5a686366e4a21720f7.json,THE GOVERNMENT MANAGEMENT OF PRIVATE ESTATES ACT,1892,1,9
administratorede62fb0012b42c5d1aab4166249809a.json,THE PENSIONS ACT,1871,4,15
administratoree5b868df2638762a408c9a3535684a6.json,THE FOREIGN PRIVATE INVESTMENT (PROMOTION AND PROTECTION) ACT,1976,1,12
administratorf161addf2835d80f9c3e460daa990828.json,"The Conciliation Courts Ordinance, 1961",1961,0,0
administratorf18236573886117d6da46c29f913eba2.json,The Geneva Convention Implementing Act,1936,1,6
administratorf1aa61c341a174c3b06720c7c374b527.json,"The Establishment of The office of Federal Tax Ombudsman Ordinance, 2000",2000,0,0
administratorf257754bbb3c6863d879492bc8cd8f6e.json,The Specific Relief Act,1877,11,52
administratorf2659375fe49533f79b277d9a770c645.json,THE BANKERS’ BOOKS EVIDENCE ACT,1891,1,7
administratorf3245fc19ff721a7c8cc4d1f6624e136.json,THE WORKS OF DEFENCE ACT,1903,6,45
administratorf38efe0a6e760531f05b4a29ba4ba215.json,"The Factories Act, 1934",1934,0,0
administratorf3bd8ebe041346ad002f70ddae5d0799.json,The Mental Health Ordinance 2001,2001,0,0
administratorf3be1ec8d21dfebb9c5d1733f43cffe6.json,"Old-Age Benefits Act, 1976",1976,0,0
administratorf3d6af77e272b22613d8e5f54ee51db4.json,THE SHORT TITLES ACT,1973,1,3
administratorf4b3fcf40fcf894c9f9de10bddad7b5e.json,THE SYSTEM OF SARDARI (ABOLITION) ACT,1976,1,6
administratorf52ca164147bac86f88b7a2703d72c21.json,THE NATIONAL INSTITUTE OF HEALTH ORDINANCE,1980,3,22
administratorf6dbb6da01ffbde98af88b1f0b63af0c.json,The Dock Labourers Act,1934,1,12
administratorf6dca75099770f5f828ebeef149c9332.json,THE COOPERATIVE SOCIETIES (REPAYMENT OF LOANS) ORDINANCE,1960,1,8
administratorf7eb59fbb35317f59e951c912ac8095f.json,THE EYE SURGERY (RESTRICTION) ORDINANCE,1960,1,6
administratorf8a8c1661a39d36d076bbd98704a845b.json,THE CANTONMENTS PURE FOOD ACT,1966,6,33
administratorf8d126d8b4f2dac388965693040bda27.json,THE ELECTRICITY CONTROL ORDINANCE,1965,1,9
administratorf9185dfb88e3eb50f54bca3031e47e0c.json,THE DORMANT FUNDS (ADMINISTRATION) ACT,1966,1,2
administratorf9396ed16f308a520606b5299d8c7dac.json,"The Cotton Act, 1957",1957,0,0
administratorf9c206847eda2ca44c51fb160c99bb31.json,THE DECORATIONS ACT,1975,1,7
administratorf9c9cd95c3ebe5cc50e7b7f7a0f09a4d.json,THE CO-OPERATIVE FARMING ACT,1976,10,55
administratorfb32d6015ae887e6d6b85018961842ea.json,THE DISSOLUTION OF MUSLIM MARRIAGES ACT,1939,1,6
administratorfb5b5de2c74da5146d5e23b94b3f4489.json,THE TEA PLANTATIONS LABOUR ORDINANCE,1962,5,19
administratorfc3aa04cce2bdc77ca20fd7620c6e3e9.json,THE PROVINCIAL INSOLVENCY ACT,1920,8,15
administratorfc99040b8c95fa97c584d07cfbdccbdf.json,"THE ISLAMABAD CAPITAL TERRITORY SHOPS, BUSINESS AND INDUSTRIAL ESTABLISHMENTS (SECURITY) ORDINANCE",2000,1,5
administratorfca27c0e6d692c2b4c7e5cf9aec7c40c.json,The Pakistan Currency Act,1950,1,5
administratorfcc1fd50653c4388af24644221c951d1.json,THE PREVENTION OF SEDITIOUS MEETINGS ACT,1911,1,8
administratorfd19eec0a97080f151dac2a8406dea88.json,"The Zakat and Ushr Ordinance, 1980",1980,0,0
administratorfd6d3aeaf486058588ab550ea5475652.json,THE NATURAL GAS (DEVELOPMENT SURCHARGE) ORDINANCE,1967,1,8
administratorff619921471a94db5b97268e94c651e2.json,THE DISTURBED AREAS (SPECIAL POWERS) ORDINANCE,1962,1,6
administratorffca67e7dc76b0ec7a050f421f9b6437.json,"The Chemical Weapons Convention Implementation Ordinance, 2000",2000,0,0
